ID,Tittel,Pris,Billettstatus,Dato,Order,Klokkeslett,URL,BildeURL,Kategorier,Google Product Category,Dynamisk retargeting,Kategori,event_count_in_category,ad_set_status
45165,Pinocchio,350,in stock,20. september,6,20. september,https://www.drammensteater.no/program/45165-pinocchio/,https://cdn.tixly.com/no/tix/EventImages/Feature_45165.jpg,"['Barn','Teater','Familie']",499969,yes,Barn,5,ACTIVE
45165,Pinocchio,350,in stock,20. september,6,20. september,https://www.drammensteater.no/program/45165-pinocchio/,https://cdn.tixly.com/no/tix/EventImages/Feature_45165.jpg,"['Barn','Teater','Familie']",499969,yes,Teater,5,ACTIVE
45165,Pinocchio,350,in stock,20. september,6,20. september,https://www.drammensteater.no/program/45165-pinocchio/,https://cdn.tixly.com/no/tix/EventImages/Feature_45165.jpg,"['Barn','Teater','Familie']",499969,yes,Familie,6,ACTIVE
48041,Kongen Befaler,420,in stock,5. oktober - 19. oktober,7,5. oktober - 19. oktober,https://www.drammensteater.no/program/48041-kongen-befaler/,https://cdn.tixly.com/no/tix/EventImages/Feature_48041.jpg,"['Forestilling','Komedie','TV-innspilling','Lattermilde']",499969,yes,Forestilling,2,PAUSED
48041,Kongen Befaler,420,in stock,5. oktober - 19. oktober,7,5. oktober - 19. oktober,https://www.drammensteater.no/program/48041-kongen-befaler/,https://cdn.tixly.com/no/tix/EventImages/Feature_48041.jpg,"['Forestilling','Komedie','TV-innspilling','Lattermilde']",499969,yes,Komedie,11,ACTIVE
48041,Kongen Befaler,420,in stock,5. oktober - 19. oktober,7,5. oktober - 19. oktober,https://www.drammensteater.no/program/48041-kongen-befaler/,https://cdn.tixly.com/no/tix/EventImages/Feature_48041.jpg,"['Forestilling','Komedie','TV-innspilling','Lattermilde']",499969,yes,TV-innspilling,1,PAUSED
48041,Kongen Befaler,420,in stock,5. oktober - 19. oktober,7,5. oktober - 19. oktober,https://www.drammensteater.no/program/48041-kongen-befaler/,https://cdn.tixly.com/no/tix/EventImages/Feature_48041.jpg,"['Forestilling','Komedie','TV-innspilling','Lattermilde']",499969,yes,Lattermilde,12,ACTIVE
49348,Doktor Marthes Talkshow,250,in stock,14. oktober,8,14. oktober,https://www.drammensteater.no/program/49348-doktor-marthes-talkshow/,https://cdn.tixly.com/no/tix/EventImages/Feature_49348.jpg,['litteratur'],499969,yes,litteratur,1,PAUSED
48065,The Steel Chords og Tasty,285,in stock,17. oktober,9,17. oktober,https://www.drammensteater.no/program/48065-the-steel-chords-og-tasty/,https://cdn.tixly.com/no/tix/EventImages/Feature_48065.jpg,"['Rock','foajekonsert','Rockerne']",499969,yes,Rock,4,ACTIVE
48065,The Steel Chords og Tasty,285,in stock,17. oktober,9,17. oktober,https://www.drammensteater.no/program/48065-the-steel-chords-og-tasty/,https://cdn.tixly.com/no/tix/EventImages/Feature_48065.jpg,"['Rock','foajekonsert','Rockerne']",499969,yes,foajekonsert,2,PAUSED
48065,The Steel Chords og Tasty,285,in stock,17. oktober,9,17. oktober,https://www.drammensteater.no/program/48065-the-steel-chords-og-tasty/,https://cdn.tixly.com/no/tix/EventImages/Feature_48065.jpg,"['Rock','foajekonsert','Rockerne']",499969,yes,Rockerne,2,PAUSED
47261,Ingebjørg Bratland,660,in stock,21. oktober,10,21. oktober,https://www.drammensteater.no/program/47261-ingebjorg-bratland/,https://cdn.tixly.com/no/tix/EventImages/Feature_47261.jpg,"['Pop','Viser','Popglade']",499969,yes,Pop,6,ACTIVE
47261,Ingebjørg Bratland,660,in stock,21. oktober,10,21. oktober,https://www.drammensteater.no/program/47261-ingebjorg-bratland/,https://cdn.tixly.com/no/tix/EventImages/Feature_47261.jpg,"['Pop','Viser','Popglade']",499969,yes,Viser,7,ACTIVE
47261,Ingebjørg Bratland,660,in stock,21. oktober,10,21. oktober,https://www.drammensteater.no/program/47261-ingebjorg-bratland/,https://cdn.tixly.com/no/tix/EventImages/Feature_47261.jpg,"['Pop','Viser','Popglade']",499969,yes,Popglade,4,ACTIVE
44668,Truls Svendsen,630,in stock,22. oktober,11,22. oktober,https://www.drammensteater.no/program/44668-truls-svendsen/,https://cdn.tixly.com/no/tix/EventImages/Feature_44668.jpg,"['Komedie','Standup','Lattermilde']",499969,yes,Komedie,11,ACTIVE
44668,Truls Svendsen,630,in stock,22. oktober,11,22. oktober,https://www.drammensteater.no/program/44668-truls-svendsen/,https://cdn.tixly.com/no/tix/EventImages/Feature_44668.jpg,"['Komedie','Standup','Lattermilde']",499969,yes,Standup,7,ACTIVE
44668,Truls Svendsen,630,in stock,22. oktober,11,22. oktober,https://www.drammensteater.no/program/44668-truls-svendsen/,https://cdn.tixly.com/no/tix/EventImages/Feature_44668.jpg,"['Komedie','Standup','Lattermilde']",499969,yes,Lattermilde,12,ACTIVE
45195,Kristian Valen,630,in stock,23. oktober - 5. februar 2027,12,23. oktober - 5. februar 2027,https://www.drammensteater.no/program/45195-kristian-valen/,https://cdn.tixly.com/no/tix/EventImages/Feature_45195.jpg,"['Komedie','Lattermilde']",499969,yes,Komedie,11,ACTIVE
45195,Kristian Valen,630,in stock,23. oktober - 5. februar 2027,12,23. oktober - 5. februar 2027,https://www.drammensteater.no/program/45195-kristian-valen/,https://cdn.tixly.com/no/tix/EventImages/Feature_45195.jpg,"['Komedie','Lattermilde']",499969,yes,Lattermilde,12,ACTIVE
